t,rancho venada ws sapflow1 deltatemp c mid,rancho venada ws sapflow2 deltatemp c mid,rancho venada ws sapflow3 deltatemp c mid,rancho venada ws sapflow4 deltatemp c mid
2019-04-29 05:33:35.037000+00:00,0.9006834999999999,0.184197,0.350008,0.26236609999999994
2019-04-29 05:48:35.037000+00:00,1.20756,0.21728720000000004,0.3724635,0.3354977
2019-04-29 06:03:35.037000+00:00,1.767464,0.2502908,0.426321,0.40522220000000003
2019-04-29 06:18:35.037000+00:00,1.975226,0.2792333,0.4434085999999999,0.44643720000000003
2019-04-29 06:33:35.037000+00:00,2.0313779999999997,0.3119597,0.45772240000000003,0.4966505
2019-04-29 06:48:35.037000+00:00,1.8903450000000002,0.3271918,0.5360762,0.59142
2019-04-29 07:03:35.037000+00:00,1.303097,0.3885558,0.6154639000000001,0.7458843000000001
2019-04-29 07:18:35.037000+00:00,1.2231100000000001,0.3940944000000001,0.6207255,0.7458858
2019-04-29 07:33:35.037000+00:00,1.04647,0.4593377,0.7609385999999999,0.9153818000000001
2019-04-29 07:48:35.037000+00:00,1.584482,0.5053713,0.8774495999999999,1.0210110000000001
2019-04-29 08:03:35.037000+00:00,4.9705330000000005,0.5074793,0.8609210999999999,1.029148
2019-04-29 08:18:35.037000+00:00,2.971002,0.47884799999999994,0.740202,0.9728535
2019-04-29 08:33:35.037000+00:00,2.48143,0.4900137,0.6738515,0.9584872
2019-04-29 08:48:35.037000+00:00,1.558937,0.47667380000000004,0.6237621,0.8910136999999999
2019-04-29 09:03:35.037000+00:00,1.140423,0.5090159000000001,0.667239,0.9904359
2019-04-29 09:18:35.037000+00:00,2.2807939999999998,0.5112131,0.6374633000000001,0.964542
2019-04-29 09:33:35.037000+00:00,,0.5238814,0.688549,0.9434084
2019-04-29 09:48:35.037000+00:00,,0.5644382,0.7392231,1.0411920000000001
2019-04-29 10:03:35.037000+00:00,2.3227130000000002,0.6028146,0.831041,1.019776
2019-04-29 10:18:35.037000+00:00,2.930717,0.6193944,0.9390761000000001,0.9901123
2019-04-29 10:33:35.037000+00:00,1.937858,0.6371595999999999,0.9315505,0.9852790000000001
2019-04-29 10:48:35.037000+00:00,1.189534,0.6599335,0.9871110000000001,1.0880239999999999
2019-04-29 11:03:35.037000+00:00,2.123929,0.6744111999999999,1.006106,1.191423
2019-04-29 11:18:35.037000+00:00,,0.6873866999999999,1.014538,1.06477
2019-04-29 11:33:35.037000+00:00,,0.6976491,1.050873,1.158849
2019-04-29 11:48:35.037000+00:00,,0.7014596,1.029694,1.228083
2019-04-29 12:03:35.037000+00:00,,0.7347011999999999,1.0715370000000002,1.100148
2019-04-29 12:18:35.037000+00:00,2.651626,0.7327169,1.039083,1.224215
2019-04-29 12:33:35.037000+00:00,2.141828,0.7230034000000001,1.117472,1.041269
2019-04-29 12:48:35.037000+00:00,3.282801,0.7398068,1.075235,1.3075139999999998
2019-04-29 13:03:35.037000+00:00,2.327054,0.7390609,1.074457,1.390724
2019-04-29 13:18:35.037000+00:00,2.631428,0.7361101,1.110543,1.413193
2019-04-29 13:33:35.037000+00:00,2.036705,0.7402532,1.067396,1.204386
2019-04-29 13:48:35.037000+00:00,1.994491,0.7177089,1.010043,1.104614
2019-04-29 14:03:35.037000+00:00,2.2902,0.7083077,0.9908333,0.9685222
2019-04-29 14:18:35.037000+00:00,2.403122,0.7003273,0.9511951999999999,1.107608
2019-04-29 14:33:35.037000+00:00,2.29941,0.7092264,0.940693,1.147565
2019-04-29 14:48:35.037000+00:00,2.36516,0.7136531,0.9628711,1.115125
2019-04-29 15:03:35.037000+00:00,2.292771,0.6870717,0.9559538000000001,1.080184
2019-04-29 15:18:35.037000+00:00,2.437793,0.7004148,0.9689924000000001,1.1732
2019-04-29 15:33:35.037000+00:00,2.304128,0.6897986999999999,0.971975,1.168081
2019-04-29 15:48:35.037000+00:00,2.269934,0.6632075,0.9589413,1.06754
2019-04-29 16:03:35.037000+00:00,2.125314,0.6577324999999999,0.9293815000000001,0.9440322
2019-04-29 16:18:35.037000+00:00,2.135438,0.6362168,0.9065631,0.9775071
2019-04-29 16:33:35.037000+00:00,2.134413,0.6009953,0.8748109000000001,0.9850514000000001
2019-04-29 16:48:35.037000+00:00,2.201533,0.6084194,0.8600796,0.9760121999999999
2019-04-29 17:03:35.037000+00:00,2.239488,0.5825260999999999,0.8132885,0.9040328000000001
2019-04-29 17:18:35.037000+00:00,2.0322270000000002,0.5919914000000001,0.7811119000000001,0.9197953000000001
2019-04-29 17:33:35.037000+00:00,2.296856,0.5591066,0.730885,0.8842015
2019-04-29 17:48:35.037000+00:00,2.106463,0.5554031,0.7416366,0.9051511999999999
2019-04-29 18:03:35.037000+00:00,1.927239,0.49421329999999997,0.6851765999999999,0.8624704
2019-04-29 18:18:35.037000+00:00,2.032225,0.4732414000000001,0.6564196,0.8260938
2019-04-29 18:33:35.037000+00:00,2.0242139999999997,0.4203014,0.5888435000000001,0.7420836999999999
2019-04-29 18:48:35.037000+00:00,1.9129740000000002,0.3997464000000001,0.5399036,0.6594514
2019-04-29 19:03:35.037000+00:00,1.561144,0.3418002,0.45007590000000003,0.5022479999999999
2019-04-29 19:18:35.037000+00:00,1.2706950000000001,0.2891237,0.3813916,0.3938521
2019-04-29 19:33:35.037000+00:00,1.0406469999999999,0.2471292,0.3252511,0.31632709999999997
2019-04-29 19:48:35.037000+00:00,0.8750535,0.2182473,0.290369,0.27479190000000003
2019-04-29 20:03:35.037000+00:00,0.7671256999999999,0.1989626,0.266584,0.23156300000000002
2019-04-29 20:18:35.037000+00:00,0.7141009,0.1814229,0.2579108,0.21529369999999998
2019-04-29 20:33:35.037000+00:00,0.6598701,0.1622058,0.2393029,0.2143571
2019-04-29 20:48:35.037000+00:00,0.6392595,0.1653886,0.2317881,0.20601329999999998
2019-04-29 21:03:35.037000+00:00,0.6283512,0.15687620000000002,0.23116439999999996,0.1803442
2019-04-29 21:18:35.037000+00:00,0.6084294,0.1599911,0.21938979999999997,0.175318
2019-04-29 21:33:35.037000+00:00,0.5797565,0.16034820000000002,0.2160395,0.1945444
2019-04-29 21:48:35.037000+00:00,0.5986977,0.15261770000000002,0.21435120000000002,0.1848371
2019-04-29 22:03:35.037000+00:00,0.5716846999999999,0.14906770000000005,0.21630389999999997,0.1759355
2019-04-29 22:18:35.037000+00:00,0.5684998,0.1457193,0.2165714,0.1748191
2019-04-29 22:33:35.037000+00:00,0.5663895999999999,0.13986400000000002,0.2046699,0.17211189999999998
2019-04-29 22:48:35.037000+00:00,0.5242394,0.14518920000000002,0.20572529999999997,0.1611675
2019-04-29 23:03:35.037000+00:00,0.5268201,0.132975,0.1953166,0.16832360000000002
2019-04-29 23:18:35.037000+00:00,0.5362800999999999,0.13921989999999998,0.2064813,0.1489451
2019-04-29 23:33:35.037000+00:00,0.5468228,0.13381579999999998,0.1932044,0.1452466
2019-04-29 23:48:35.037000+00:00,0.5598767,0.1478419,0.20975100000000002,0.1556309
2019-04-30 00:03:35.037000+00:00,0.5496966999999999,0.13603959999999998,0.2044937,0.13823729999999998
2019-04-30 00:18:35.037000+00:00,0.5197821,0.12824580000000002,0.20029129999999998,0.13746860000000002
2019-04-30 00:33:35.037000+00:00,0.5006514,0.1417153,0.1977737,0.138761
2019-04-30 00:48:35.037000+00:00,0.5009104,0.1267452,0.2024761,0.1419838
2019-04-30 01:03:35.037000+00:00,0.5161931,0.1326993,0.1957389,0.1321082
2019-04-30 01:18:35.037000+00:00,0.454298,0.1262131,0.19347089999999997,0.1283418
2019-04-30 01:33:35.037000+00:00,0.5032363000000001,0.1318339,0.2057917,0.1460457
2019-04-30 01:48:35.037000+00:00,0.4806005999999999,0.132044,0.2004868,0.1344406
2019-04-30 02:03:35.037000+00:00,0.5167005,0.1328608,0.2170808,0.132135
2019-04-30 02:18:35.037000+00:00,0.5025669,0.1317641,0.2102659,0.12485239999999999
2019-04-30 02:33:35.037000+00:00,0.49456130000000004,0.1287683,0.21504429999999997,0.1357004
2019-04-30 02:48:35.037000+00:00,0.5290142,0.12465899999999999,0.23243029999999998,0.1212894
2019-04-30 03:03:35.037000+00:00,0.4633001000000001,0.1340364,0.224483,0.1291214
2019-04-30 03:18:35.037000+00:00,0.5011542,0.1377865,0.2393578,0.144508
2019-04-30 03:33:35.037000+00:00,0.44239470000000003,0.1404736,0.2127314,0.1397773
2019-04-30 03:48:35.037000+00:00,0.44210079999999996,0.1255085,0.2235806,0.13046660000000002
2019-04-30 04:03:35.037000+00:00,0.4448185000000001,0.11580560000000001,0.22505479999999997,0.1185338
2019-04-30 04:18:35.037000+00:00,0.4323898,0.128058,0.21362420000000001,0.1432496
2019-04-30 04:33:35.037000+00:00,0.4136704000000001,0.1220778,0.2214672,0.1162505
2019-04-30 04:48:35.037000+00:00,0.4194458,0.11144180000000001,0.2292549,0.09128857
2019-04-30 05:03:35.037000+00:00,0.3575305,0.11657999999999999,0.2110087,0.1100145
2019-04-30 05:18:35.037000+00:00,0.373857,0.11209269999999999,0.2129024,0.1172492
2019-04-30 05:33:35.037000+00:00,0.38164499999999996,0.1162175,0.2102755,0.1117915
2019-04-30 05:48:35.037000+00:00,0.45699209999999996,0.1075317,0.2140286,0.1277502
2019-04-30 06:03:35.037000+00:00,0.6742925999999999,0.1352364,0.2331944,0.1328725
2019-04-30 06:18:35.037000+00:00,0.6790428000000001,0.1323188,0.2278924,0.16243970000000002
2019-04-30 06:33:35.037000+00:00,0.8688700999999999,0.1460494,0.228019,0.1574979
2019-04-30 06:48:35.037000+00:00,1.106012,0.15861570000000005,0.2577258,0.1876412
2019-04-30 07:03:35.037000+00:00,1.277998,0.1812521,0.29860440000000005,0.24786279999999997
2019-04-30 07:18:35.037000+00:00,1.207714,0.2035043,0.30204179999999997,0.2595124
2019-04-30 07:33:35.037000+00:00,1.284367,0.2095013,0.3364547,0.3089232
2019-04-30 07:48:35.037000+00:00,1.205747,0.254443,0.35884279999999996,0.34040940000000003
2019-04-30 08:03:35.037000+00:00,1.340068,0.252515,0.3546605,0.330987
2019-04-30 08:18:35.037000+00:00,1.4746540000000001,0.2673664,0.3723883,0.3296567
2019-04-30 08:33:35.037000+00:00,1.3919780000000002,0.23459000000000002,0.33762559999999997,0.3187522
2019-04-30 08:48:35.037000+00:00,1.524304,0.25205489999999997,0.3497749,0.3423819
2019-04-30 09:03:35.037000+00:00,1.8011549999999998,0.2949193,0.4200499,0.3964543
2019-04-30 09:18:35.037000+00:00,1.6620549999999998,0.2899677,0.41796120000000003,0.4059522
2019-04-30 09:33:35.037000+00:00,1.5517729999999998,0.3133106,0.4417757000000001,0.4822697
2019-04-30 09:48:35.037000+00:00,1.8095240000000001,0.3233978,0.4638249,0.505518
2019-04-30 10:03:35.037000+00:00,2.011409,0.3132371,0.4680934,0.5007145000000001
2019-04-30 10:18:35.037000+00:00,1.843996,0.344198,0.5022310999999999,0.5616179
2019-04-30 10:33:35.037000+00:00,1.865594,0.35740609999999995,0.5328733,0.5952608
2019-04-30 10:48:35.037000+00:00,1.879806,0.3688743,0.5388772,0.6088239000000001
2019-04-30 11:03:35.037000+00:00,1.768045,0.376265,0.5570020999999999,0.6283244
2019-04-30 11:18:35.037000+00:00,1.8230979999999999,0.4016126,0.602015,0.6900048000000001
2019-04-30 11:33:35.037000+00:00,1.792863,0.3987236,0.5953541,0.6861916
2019-04-30 11:48:35.037000+00:00,1.92163,0.42621329999999996,0.64576,0.743512
2019-04-30 12:03:35.037000+00:00,2.1028689999999997,0.4134792000000001,0.6140931,0.7040349
2019-04-30 12:18:35.037000+00:00,2.008079,0.4592751000000001,0.7097139,0.7967602
2019-04-30 12:33:35.037000+00:00,1.979541,0.4915228,0.737959,0.8240904
2019-04-30 12:48:35.037000+00:00,2.1682900000000003,0.5005913,0.7476714,0.8409399
2019-04-30 13:03:35.037000+00:00,2.104491,0.5021675,0.7558332,0.9067113000000001
2019-04-30 13:18:35.037000+00:00,2.0924169999999997,0.5365012,0.7951585,0.9845083
2019-04-30 13:33:35.037000+00:00,2.479004,0.5461914000000001,0.8122786999999999,0.9900575
2019-04-30 13:48:35.037000+00:00,2.180215,0.5592873,0.8240569,0.9442845
2019-04-30 14:03:35.037000+00:00,2.441291,0.5781739,0.8304836,0.9150982
2019-04-30 14:18:35.037000+00:00,2.239769,0.5909101999999999,0.8589472,0.9279813
2019-04-30 14:33:35.037000+00:00,2.11713,0.5911776999999999,0.8384305000000001,0.9859208
2019-04-30 14:48:35.037000+00:00,2.474066,0.5993187,0.8353341000000001,0.9903835999999999
2019-04-30 15:03:35.037000+00:00,2.282813,0.5862581,0.8422632999999999,0.97875
2019-04-30 15:18:35.037000+00:00,2.340263,0.6025201,0.8639535,1.0369950000000001
2019-04-30 15:33:35.037000+00:00,2.2874209999999997,0.5937021,0.8771264000000001,1.044362
2019-04-30 15:48:35.037000+00:00,2.342743,0.5900382,0.8659189,0.987022
2019-04-30 16:03:35.037000+00:00,2.493602,0.5838434,0.8698115,0.9154509
2019-04-30 16:18:35.037000+00:00,2.188935,0.5482416999999999,0.8242289,0.9116636999999999
2019-04-30 16:33:35.037000+00:00,2.024278,0.5237364000000001,0.7928960999999999,0.8533761999999999
2019-04-30 16:48:35.037000+00:00,2.080105,0.5412771,0.8038284000000001,0.8585746999999999
2019-04-30 17:03:35.037000+00:00,2.694534,0.5305847,0.7679315999999999,0.8247466999999998
2019-04-30 17:18:35.037000+00:00,2.236971,0.5423031999999999,0.7639203,0.8417629000000001
2019-04-30 17:33:35.037000+00:00,2.217917,0.5190067,0.7167789999999999,0.8029349
2019-04-30 17:48:35.037000+00:00,2.546344,0.4905965,0.6959729,0.8038287
2019-04-30 18:03:35.037000+00:00,2.352911,0.4594669,0.6637456,0.8052855999999999
2019-04-30 18:18:35.037000+00:00,2.223913,0.41335429999999995,0.6045839,0.7234427
2019-04-30 18:33:35.037000+00:00,2.0672599999999997,0.3656664,0.5469064,0.6512406999999999
2019-04-30 18:48:35.037000+00:00,1.7566169999999999,0.3246487,0.4827012,0.544149
2019-04-30 19:03:35.037000+00:00,1.537453,0.31673070000000003,0.4565816,0.49585909999999994
2019-04-30 19:18:35.037000+00:00,1.1650200000000002,0.2890807,0.3973,0.40593640000000003
2019-04-30 19:33:35.037000+00:00,0.9510707,0.2504284,0.3238106,0.3202458
2019-04-30 19:48:35.037000+00:00,0.8113241,0.2144411,0.2810761,0.2806672
2019-04-30 20:03:35.037000+00:00,0.6959938,0.20591500000000001,0.2595184,0.2525811
2019-04-30 20:18:35.037000+00:00,0.6261325,0.2031188,0.2449117,0.20357329999999998
2019-04-30 20:33:35.037000+00:00,0.6681229000000001,0.24554310000000001,0.236498,0.1993696
2019-04-30 20:48:35.037000+00:00,0.5573694,0.17258629999999994,0.2125212,0.17673629999999999
2019-04-30 21:03:35.037000+00:00,0.541146,0.161625,0.2012872,0.1911001
2019-04-30 21:18:35.037000+00:00,0.4981956,0.162628,0.2065143,0.1817582
2019-04-30 21:33:35.037000+00:00,0.4568465,0.15056029999999998,0.2077574,0.178898
2019-04-30 21:48:35.037000+00:00,0.4849238,0.1570751,0.20144600000000001,0.17091779999999998
2019-04-30 22:03:35.037000+00:00,0.4906244000000001,0.1541519,0.20228800000000002,0.16260239999999998
2019-04-30 22:18:35.037000+00:00,0.48025290000000004,0.1489223,0.1962428,0.16845079999999998
2019-04-30 22:33:35.037000+00:00,0.47677309999999995,0.1569036,0.192619,0.1675922
2019-04-30 22:48:35.037000+00:00,0.4018589,0.1449503,0.1771489,0.1516659
2019-04-30 23:03:35.037000+00:00,0.41129340000000003,0.1383053,0.1929385,0.153116
2019-04-30 23:18:35.037000+00:00,0.4814340999999999,0.14604489999999998,0.1767256,0.1499787
2019-04-30 23:33:35.037000+00:00,0.46507299999999996,0.1454901,0.190147,0.1521355
2019-04-30 23:48:35.037000+00:00,0.4455799,0.13812670000000002,0.1782215,0.1515253
2019-05-01 00:03:35.037000+00:00,0.46559759999999994,0.15031979999999998,0.1781283,0.16544260000000002
2019-05-01 00:18:35.037000+00:00,0.4556164000000001,0.14618879999999998,0.1877348,0.1515562
2019-05-01 00:33:35.037000+00:00,0.5099531,0.17257679999999995,0.2026113,0.1493065
2019-05-01 00:48:35.037000+00:00,0.4697981,0.130478,0.1796398,0.1649527
2019-05-01 01:03:35.037000+00:00,0.4695956,0.1461129,0.186867,0.1499672
2019-05-01 01:18:35.037000+00:00,0.390381,0.13076110000000002,0.17468440000000002,0.1416201
2019-05-01 01:33:35.037000+00:00,0.4936739000000001,0.12006099999999999,0.1944745,0.1609824
2019-05-01 01:48:35.037000+00:00,0.4020627,0.132894,0.2056053,0.13856949999999998
2019-05-01 02:03:35.037000+00:00,0.4078384,0.1255308,0.1914003,0.1365948
2019-05-01 02:18:35.037000+00:00,0.4111685000000001,0.1267263,0.1921861,0.1381943
2019-05-01 02:33:35.037000+00:00,0.4209425,0.1293079,0.185834,0.121111
2019-05-01 02:48:35.037000+00:00,0.4672804,0.13722879999999998,0.1878598,0.13414520000000002
2019-05-01 03:03:35.037000+00:00,0.4372456,0.1406132,0.1983213,0.1271767
2019-05-01 03:18:35.037000+00:00,0.45521490000000003,0.13922320000000002,0.1975874,0.13200810000000002
2019-05-01 03:33:35.037000+00:00,0.5144941,0.1310034,0.2262675,0.1436103
2019-05-01 03:48:35.037000+00:00,0.5202826,0.14218329999999998,0.23029360000000001,0.13867390000000002
2019-05-01 04:03:35.037000+00:00,0.5223585000000001,0.1523036,0.2293401,0.1440483
2019-05-01 04:18:35.037000+00:00,0.5807770999999999,0.149089,0.23633189999999998,0.15092529999999998
2019-05-01 04:33:35.037000+00:00,0.5490107,0.160593,0.2411573,0.1456317
2019-05-01 04:48:35.037000+00:00,0.5961151,0.1624422,0.250415,0.1547257
2019-05-01 05:03:35.037000+00:00,0.6580377,0.1651822,0.2630362,0.16458589999999998
2019-05-01 05:18:35.037000+00:00,0.6099197,0.16107839999999998,0.2750085,0.16829739999999999
2019-05-01 05:33:35.037000+00:00,0.7345436,0.1675709,0.264365,0.1738658
2019-05-01 05:48:35.037000+00:00,0.7843661999999999,0.1758069,0.28993759999999996,0.20403429999999997
2019-05-01 06:03:35.037000+00:00,1.101809,0.1911871,0.3199597,0.2665798
2019-05-01 06:18:35.037000+00:00,1.279233,0.22975429999999997,0.33186540000000003,0.2969844
2019-05-01 06:33:35.037000+00:00,1.502069,0.2264757,0.3520558,0.34326840000000003
2019-05-01 06:48:35.037000+00:00,1.673643,0.24622539999999998,0.4033865,0.4096997000000001
2019-05-01 07:03:35.037000+00:00,1.4940069999999999,0.27590570000000003,0.43338000000000004,0.46721080000000004
2019-05-01 07:18:35.037000+00:00,1.178328,0.2964844,0.4592196,0.5194945
2019-05-01 07:33:35.037000+00:00,1.022933,0.3076728,0.4704072,0.549463
2019-05-01 07:48:35.037000+00:00,0.9102573,0.3318195,0.5200829,0.5991291
2019-05-01 08:03:35.037000+00:00,1.072323,0.3438042,0.5458781999999999,0.6242173000000001
2019-05-01 08:18:35.037000+00:00,1.26668,0.3480683,0.5598042,0.6582413
2019-05-01 08:33:35.037000+00:00,1.576142,0.34686059999999996,0.5361384,0.6931589
2019-05-01 08:48:35.037000+00:00,2.017691,0.3537478,0.4799022,0.6951109999999999
2019-05-01 09:03:35.037000+00:00,1.998562,0.3794321,0.4968277,0.7845346
2019-05-01 09:18:35.037000+00:00,3.148644,0.4253476,0.5165866,0.8631423
2019-05-01 09:33:35.037000+00:00,,0.4840894,0.6233767,0.9177957
2019-05-01 09:48:35.037000+00:00,,0.5099859999999999,0.7277967,0.9484104999999999
2019-05-01 10:03:35.037000+00:00,2.759346,0.5416684,0.8148890000000001,0.9641969000000001
2019-05-01 10:18:35.037000+00:00,3.082052,0.5819145,0.9297283000000002,0.9787309999999999
2019-05-01 10:33:35.037000+00:00,3.069819,0.5945213,0.9785117,1.0010809999999999
2019-05-01 10:48:35.037000+00:00,1.842214,0.6184888000000001,0.985261,1.029215
2019-05-01 11:03:35.037000+00:00,1.503875,0.6042128000000001,0.9388261,1.071752
2019-05-01 11:18:35.037000+00:00,1.7739200000000002,0.6150751999999999,0.8842553,1.0227760000000001
2019-05-01 11:33:35.037000+00:00,4.4157589999999995,0.6307734,0.9521726,1.100899
2019-05-01 11:48:35.037000+00:00,,0.6387849,0.9071062,1.104843
2019-05-01 12:03:35.037000+00:00,,0.6460964,0.9306466999999998,1.054807
2019-05-01 12:18:35.037000+00:00,2.907241,0.6727273,0.972807,1.134126
2019-05-01 12:33:35.037000+00:00,2.5848720000000003,0.6870291999999999,0.9856704,1.0199639999999999
2019-05-01 12:48:35.037000+00:00,2.285023,0.6821586,1.005692,1.18439
2019-05-01 13:03:35.037000+00:00,2.6291830000000003,0.7052991,0.9934463,1.2893430000000001
2019-05-01 13:18:35.037000+00:00,2.4494990000000003,0.6790909,0.9746722,1.213954
2019-05-01 13:33:35.037000+00:00,2.196149,0.6728196,0.9944216999999999,1.1669399999999999
2019-05-01 13:48:35.037000+00:00,2.197123,0.6945143,0.9655349,1.10576
2019-05-01 14:03:35.037000+00:00,2.180701,0.6837819,0.9628239,1.001002
2019-05-01 14:18:35.037000+00:00,2.667891,0.7093751,0.9508603000000001,1.0940459999999999
2019-05-01 14:33:35.037000+00:00,2.60422,0.6987008000000001,0.9432163,1.146406
2019-05-01 14:48:35.037000+00:00,2.164317,0.6877018,0.9411885,1.114201
2019-05-01 15:03:35.037000+00:00,1.975739,0.6961291000000001,0.966276,1.030865
2019-05-01 15:18:35.037000+00:00,2.28775,0.6926073,0.9464021999999999,1.162808
2019-05-01 15:33:35.037000+00:00,2.633538,0.6705099,0.9407501,1.157665
2019-05-01 15:48:35.037000+00:00,2.313053,0.644536,0.9318023000000001,1.061795
2019-05-01 16:03:35.037000+00:00,2.3904959999999997,0.6604327,0.9199120000000001,0.9103116
2019-05-01 16:18:35.037000+00:00,2.2123939999999997,0.630145,0.9123866,0.9924309000000001
2019-05-01 16:33:35.037000+00:00,2.151268,0.5890428000000001,0.8617495000000001,1.026844
2019-05-01 16:48:35.037000+00:00,2.210492,0.6019286,0.8454535,0.996876
